"","pays_expat","group_pays_freq"
"101","KOSOVO","level10"
"102","KUWAIT","level11"
"103","KYRGYZSTAN","level6"
"104","LAOS","level6"
"105","LATVIA","level7"
"106","LEBANON","level13"
"107","LESOTHO","level1"
"108","LIBERIA","level2"
"109","LIBYA","level6"
"110","LITHUANIA","level2"
"111","LUXEMBOURG","level1"
"112","MACAU","level12"
"113","MACEDONIA (FYROM)","level2"
"114","MADAGASCAR","level1"
"115","MALAWI","level12"
"116","MALAYSIA","level1"
"117","MALDIVES","level2"
"118","MALI","level3"
"119","MALTA","level2"
"120","MARTINIQUE","level7"
"121","MAURITANIA","level12"
"122","MAURITIUS","level12"
"123","MAYOTTE","level11"
"124","MEXICO","level8"
"125","MOLDOVA","level19"
"126","MONACO","level2"
"127","MONGOLIA","level1"
"128","MONTENEGRO","level15"
"129","MOROCCO","level2"
"130","MOZAMBIQUE","level1"
"131","MYANMAR","level14"
"132","NAMIBIA","level1"
"133","NEPAL","level1"
"134","NETHERLANDS","level10"
"135","NETHERLANDS ANTILLES","level12"
"136","NEW CALEDONIA","level6"
"137","NEW ZEALAND","level12"
"138","NICARAGUA","level1"
"139","NIGER","level12"
"140","NIGERIA","level2"
"141","NORTH KOREA","level4"
"142","NORWAY","level4"
"143","OMAN","level1"
"144","PAKISTAN","level11"
"145","PALESTINIAN TERRIT.","level13"
"146","PANAMA","level9"
"147","PAPUA NEW GUINEA","level2"
"148","PARAGUAY","level1"
"149","PERU","level1"
"150","PHILIPPINES","level2"
"151","PITCAIRN ISLANDS","level2"
"152","POLAND","level17"
"153","PORTUGAL","level2"
"154","PUERTO RICO","level4"
"155","QATAR","level3"
"156","REUNION","level4"
"157","ROMANIA","level12"
"158","RUSSIA","level1"
"159","RWANDA","level9"
"160","SAINT LUCIA","level12"
"161","SAMOA","level2"
"162","SAO TOME & PRINC.","level10"
"163","SAUDI ARABIA","level13"
"164","SENEGAL","level12"
"165","SERBIA","level2"
"166","SERBIA MONTENEGRO","level15"
"167","SEYCHELLES","level2"
"168","SIERRA LEONE","level1"
"169","SINGAPORE","level9"
"170","SLOVAKIA","level9"
"171","SLOVENIA","level9"
"172","SOLOMON ISLANDS","level2"
"173","SOMALIA","level2"
"174","SOUTH AFRICA","level15"
"175","SOUTH KOREA","level10"
"176","SOUTH SUDAN","level9"
"177","SPAIN","level1"
"178","SRI LANKA","level12"
"179","ST VINCENT & GREN.","level15"
"180","SUDAN","level9"
"181","SURINAME","level15"
"182","SWAZILAND","level12"
"183","SWEDEN","level2"
"184","SWITZERLAND","level10"
"185","SYRIA","level2"
"186","TAIWAN","level9"
"187","TAJIKISTAN","level2"
"188","TANZANIA","level12"
"189","THAILAND","level4"
"190","THE BAHAMAS","level12"
"191","THE GAMBIA","level2"
"192","TIMOR-LESTE","level3"
"193","TOGO","level10"
"194","TONGA","level15"
"195","TRINIDAD AND TOBAGO","level2"
"196","TUNISIA","level12"
"197","TURKEY","level2"
"198","TURKMENISTAN","level2"
"199","TURKS & CAICOS","level2"
"200","UGANDA","level15"
"201","UKRAINE","level5"
"202","UNITED ARAB EMIRATES","level2"
"203","UNITED KINGDOM","level5"
"204","URUGUAY","level1"
"205","US MINOR OUT. ISL.","level2"
"206","US VIRGIN ISLANDS","level5"
"207","USA","level5"
"208","UZBEKISTAN","level1"
"209","VANUATU","level18"
"210","VENEZUELA","level2"
"211","VIETNAM","level1"
"212","WALLIS AND FUTUNA","level16"
"213","YEMEN","level14"
"214","ZAMBIA","level6"
"215","ZIMBABWE","level1"
"216","ZZ_FRANCE","level2"
