"","pays_expat","group_pays_freq"
"101","KOSOVO","level15"
"102","KUWAIT","level9"
"103","KYRGYZSTAN","level11"
"104","LAOS","level11"
"105","LATVIA","level7"
"106","LEBANON","level12"
"107","LESOTHO","level13"
"108","LIBERIA","level2"
"109","LIBYA","level6"
"110","LITHUANIA","level2"
"111","LUXEMBOURG","level1"
"112","MACAU","level11"
"113","MACEDONIA (FYROM)","level2"
"114","MADAGASCAR","level1"
"115","MALAWI","level2"
"116","MALAYSIA","level1"
"117","MALDIVES","level13"
"118","MALI","level3"
"119","MALTA","level13"
"120","MARTINIQUE","level8"
"121","MAURITANIA","level2"
"122","MAURITIUS","level2"
"123","MAYOTTE","level9"
"124","MEXICO","level8"
"125","MOLDOVA","level19"
"126","MONACO","level2"
"127","MONGOLIA","level1"
"128","MONTENEGRO","level16"
"129","MOROCCO","level13"
"130","MOZAMBIQUE","level1"
"131","MYANMAR","level14"
"132","NAMIBIA","level1"
"133","NEPAL","level13"
"134","NETHERLANDS","level15"
"135","NETHERLANDS ANTILLES","level2"
"136","NEW CALEDONIA","level6"
"137","NEW ZEALAND","level11"
"138","NICARAGUA","level1"
"139","NIGER","level11"
"140","NIGERIA","level2"
"141","NORTH KOREA","level10"
"142","NORWAY","level10"
"143","OMAN","level1"
"144","PAKISTAN","level9"
"145","PALESTINIAN TERRIT.","level12"
"146","PANAMA","level11"
"147","PAPUA NEW GUINEA","level2"
"148","PARAGUAY","level1"
"149","PERU","level1"
"150","PHILIPPINES","level2"
"151","PITCAIRN ISLANDS","level2"
"152","POLAND","level17"
"153","PORTUGAL","level2"
"154","PUERTO RICO","level10"
"155","QATAR","level3"
"156","REUNION","level2"
"157","ROMANIA","level11"
"158","RUSSIA","level13"
"159","RWANDA","level3"
"160","SAINT LUCIA","level11"
"161","SAMOA","level2"
"162","SAO TOME & PRINC.","level10"
"163","SAUDI ARABIA","level12"
"164","SENEGAL","level11"
"165","SERBIA","level13"
"166","SERBIA MONTENEGRO","level15"
"167","SEYCHELLES","level13"
"168","SIERRA LEONE","level1"
"169","SINGAPORE","level11"
"170","SLOVAKIA","level3"
"171","SLOVENIA","level3"
"172","SOLOMON ISLANDS","level2"
"173","SOMALIA","level2"
"174","SOUTH AFRICA","level16"
"175","SOUTH KOREA","level15"
"176","SOUTH SUDAN","level3"
"177","SPAIN","level1"
"178","SRI LANKA","level11"
"179","ST VINCENT & GREN.","level16"
"180","SUDAN","level3"
"181","SURINAME","level16"
"182","SWAZILAND","level11"
"183","SWEDEN","level2"
"184","SWITZERLAND","level10"
"185","SYRIA","level2"
"186","TAIWAN","level3"
"187","TAJIKISTAN","level2"
"188","TANZANIA","level2"
"189","THAILAND","level4"
"190","THE BAHAMAS","level11"
"191","THE GAMBIA","level13"
"192","TIMOR-LESTE","level3"
"193","TOGO","level6"
"194","TONGA","level16"
"195","TRINIDAD AND TOBAGO","level2"
"196","TUNISIA","level2"
"197","TURKEY","level13"
"198","TURKMENISTAN","level2"
"199","TURKS & CAICOS","level2"
"200","UGANDA","level16"
"201","UKRAINE","level5"
"202","UNITED ARAB EMIRATES","level2"
"203","UNITED KINGDOM","level5"
"204","URUGUAY","level1"
"205","US MINOR OUT. ISL.","level2"
"206","US VIRGIN ISLANDS","level4"
"207","USA","level5"
"208","UZBEKISTAN","level1"
"209","VANUATU","level18"
"210","VENEZUELA","level2"
"211","VIETNAM","level1"
"212","WALLIS AND FUTUNA","level4"
"213","YEMEN","level1"
"214","ZAMBIA","level2"
"215","ZIMBABWE","level1"
"216","ZZ_FRANCE","level13"
